Timestamp,Precipitation total [mm],Temperature [°C]
2023-08-14,0.0,29.539215
2023-08-15,0.0,31.420807
2023-08-16,5.9127808e-05,29.297272
2023-08-17,9.536743e-07,27.076813
2023-08-18,1.9073486e-05,26.315338
2023-08-19,4.7683716e-07,29.017242
2023-08-20,6.67572e-06,30.784088
2023-08-21,9.536743e-07,26.675446
2023-08-22,2.1457672e-05,29.697906
2023-08-23,0.0,24.684235
2023-08-24,0.0,26.164703
2023-08-25,0.0,29.82608
2023-08-26,0.0,26.511139
2023-08-27,6.198883e-05,20.739899
2023-08-28,4.7683716e-05,17.10733
2023-08-29,6.67572e-06,15.722076
2023-08-30,2.861023e-05,15.24942
2023-08-31,6.198883e-06,16.940826
2023-09-01,9.059906e-06,20.595856
2023-09-02,1.7642975e-05,20.886871
2023-09-03,1.5735626e-05,21.7753
2023-09-04,0.0,20.802399
2023-09-05,0.0,23.159576
2023-09-06,0.0,25.401276
2023-09-07,0.0,25.38272
2023-09-08,0.0,26.003326
2023-09-09,0.0,27.041168
2023-09-10,0.0,28.45816
2023-09-11,0.0,28.148834
2023-09-12,0.0,28.995758
2023-09-13,0.0,27.4711
2023-09-14,1.4305115e-05,18.116852
2023-09-15,1.5258789e-05,20.946442
2023-09-16,0.0,23.342194
2023-09-17,6.866455e-05,25.074615
2023-09-18,0.0,26.229889
2023-09-19,1.9073486e-06,20.94107
2023-09-20,0.0,23.353668
2023-09-21,1.9073486e-06,25.859772
2023-09-22,1.7166138e-05,21.463531
2023-09-23,0.0,17.284088
2023-09-24,1.9073486e-05,17.470367
2023-09-25,4.7683716e-07,19.382965
2023-09-26,0.0,22.122711
2023-09-27,0.0,26.001617
2023-09-28,0.0,25.646149
2023-09-29,0.0,25.707672
2023-09-30,0.0,17.037018
2023-10-01,0.0,19.019196
2023-10-02,0.0,22.781647
2023-10-03,0.0,25.28482
2023-10-04,0.0,15.720367
2023-10-05,0.0,16.771393
2023-10-06,1.4305115e-06,17.801178
2023-10-07,1.9073486e-06,17.848053
2023-10-08,0.0,12.428864
2023-10-09,1.9073486e-06,7.622223
2023-10-10,2.3841858e-06,14.209137
2023-10-11,0.0,22.494293
2023-10-12,0.00042676926,17.133698
2023-10-13,0.0,20.374176
2023-10-14,0.0010256767,17.07193
2023-10-15,3.0994415e-05,10.584137
2023-10-16,9.6321106e-05,9.645172
2023-10-17,6.198883e-05,10.097076
2023-10-18,0.0,12.39444
2023-10-19,0.00042963028,8.4618225
2023-10-20,4.7683716e-05,11.951569
2023-10-21,0.0,20.256012
2023-10-22,0.0016145706,12.323395
2023-10-23,3.4332275e-05,15.939606
2023-10-24,0.000113487244,15.689362
2023-10-25,2.193451e-05,13.889801
2023-10-26,8.535385e-05,13.779938
2023-10-27,0.0004911423,10.152985
2023-10-28,0.0001244545,13.093903
2023-10-29,0.0,16.138824
2023-10-30,0.0,18.948639
2023-10-31,0.000106334686,14.444977
2023-11-01,0.0,14.080963
2023-11-02,0.0,14.307037
2023-11-03,0.0022935867,10.076324
2023-11-04,0.0,11.132477
2023-11-05,0.0,12.349762
2023-11-06,5.722046e-06,12.682037
2023-11-07,0.0,12.8055725
2023-11-08,4.720688e-05,9.608063
2023-11-09,0.0,12.19986
2023-11-10,4.5776367e-05,11.064362
2023-11-11,9.536743e-07,9.656647
2023-11-12,8.34465e-05,7.823639
2023-11-13,0.0,8.582428
2023-11-14,0.0,12.131744
2023-11-15,2.861023e-05,8.819977
2023-11-16,1.4305115e-05,9.879059
2023-11-17,1.6212463e-05,3.3761292
2023-11-18,0.0001578331,3.8627014
2023-11-19,0.000875473,4.921051
2023-11-20,0.0017976761,10.048981
2023-11-21,0.00041007996,7.2032776
2023-11-22,0.0,-0.657074
2023-11-23,1.4305115e-06,6.07193
2023-11-24,0.0008907318,3.1424866
2023-11-25,8.010864e-05,1.3048401
2023-11-26,2.527237e-05,-0.45077515
2023-11-27,1.9073486e-06,0.81362915
2023-11-28,0.0003643036,-1.6006775
2023-11-29,0.0,-1.5603943
2023-11-30,1.7166138e-05,1.3644104
2023-12-01,0.00013971329,-1.0418396
2023-12-02,0.00028562546,-2.3211365
2023-12-03,1.9073486e-06,-2.190033
2023-12-04,0.0,-4.3352966
2023-12-05,0.0,-0.688324
2023-12-06,3.9577484e-05,-0.8892517
2023-12-07,3.9100647e-05,0.2928772
2023-12-08,0.0,-0.29769897
2023-12-09,6.198883e-05,1.6297913
2023-12-10,1.8119812e-05,4.277252
2023-12-11,0.0,9.304352
2023-12-12,4.6253204e-05,7.992096
2023-12-13,0.00037670135,6.1061096
2023-12-14,1.1444092e-05,4.2049866
2023-12-15,1.9073486e-06,3.4532776
2023-12-16,0.0,7.183014
2023-12-17,8.583069e-06,8.407867
2023-12-18,0.0,9.831207
2023-12-19,0.0,8.54068
2023-12-20,3.385544e-05,6.2565002
2023-12-21,0.00045108795,6.3302307
2023-12-22,0.00044107437,2.6600647
2023-12-23,0.00042629242,1.4813538
2023-12-24,0.00038814545,6.891754
2023-12-25,0.0002746582,11.157867
2023-12-26,6.0081482e-05,10.816803
2023-12-27,0.0,6.013092
2023-12-28,0.0,8.889069
2023-12-29,0.0,11.048737
2023-12-30,3.0517578e-05,8.194244
2023-12-31,0.0,6.8492737
